match_id,timestamp_min,kills_diff,deaths_diff,assists_diff,gold_diff,cs_diff,level_diff,towers_diff,inhibs_diff,dragons_diff,heralds_diff,barons_diff,blue_win
NA1_5391022092,10,2,-2,-1,1313,27,0.0,0,0,1,0,0,1
NA1_5391022092,20,4,-4,5,5923,62,0.0,3,0,3,1,0,1
NA1_5391022092,30,8,-8,2,8954,124,1.0,2,0,3,1,1,1
NA1_5385587469,10,-2,2,-3,-887,13,-0.4,0,0,-1,0,0,0
NA1_5385587469,20,-10,10,-18,-6770,-11,-0.4,-2,0,0,-1,0,0
NA1_5385563083,10,-1,1,0,-1211,-30,-0.2,0,0,0,0,0,0
NA1_5385563083,20,-3,3,8,-6334,-53,-0.6,-5,0,0,-1,0,0
NA1_5385538760,10,0,0,-2,310,-8,-0.2,0,0,0,0,0,0
NA1_5385538760,20,-4,4,-7,-1044,-14,-0.2,0,0,0,1,0,0
NA1_5385521195,10,4,-4,2,3871,62,0.4,0,0,0,0,0,1
NA1_5383973259,10,-8,8,-15,-4940,-27,-0.6,0,0,0,0,0,0
NA1_5383938760,10,1,-1,4,-588,-34,-0.6,0,0,1,0,0,0
NA1_5383938760,20,-5,5,-3,-4909,-52,-0.4,-2,0,2,-1,0,0
NA1_5383907366,10,-5,5,-7,-2379,-11,-0.4,0,0,-1,0,0,0
NA1_5383907366,20,-11,11,-14,-2082,-46,-0.6,0,0,-3,1,0,0
NA1_5383871201,10,5,-5,3,2963,49,0.4,0,0,0,0,0,0
NA1_5383871201,20,6,-6,8,1761,56,0.2,2,0,2,1,0,0
NA1_5383871201,30,-4,4,1,-5392,-8,-0.8,-1,0,2,1,-1,0
NA1_5383847797,10,3,-3,5,2510,51,0.4,0,0,-1,0,0,1
NA1_5383847797,20,10,-10,24,8337,60,0.8,5,0,1,-1,0,1
NA1_5383819273,10,6,-6,10,4001,60,1.0,0,0,1,0,0,1
NA1_5383819273,20,4,-4,4,2883,63,0.2,1,0,3,1,0,1
NA1_5383796879,10,4,-4,4,1459,-12,0.0,0,0,1,0,0,1
NA1_5383796879,20,6,-6,8,-644,-63,-0.4,-3,0,2,-1,0,1
NA1_5383767906,10,-2,2,-2,-1332,-21,-0.2,0,0,-1,0,0,0
NA1_5383767906,20,0,0,5,-1894,-63,-0.2,-1,0,-3,1,0,0
NA1_5383767906,30,-2,2,12,-5612,-91,-0.6,-4,0,-4,1,0,0
NA1_5383743802,10,-1,1,6,609,7,-0.4,0,0,1,0,0,1
NA1_5383743802,20,3,-3,26,2784,24,0.2,0,0,1,1,0,1
NA1_5383743802,30,11,-11,44,7720,76,1.8,3,0,2,1,1,1
NA1_5383718550,10,-4,4,-6,-2207,-12,-0.2,0,0,0,0,0,0
NA1_5383718550,20,-2,2,-6,-450,20,0.6,-1,0,0,1,0,0
NA1_5383701872,10,-2,2,-1,-353,3,-0.6,0,0,-1,0,0,0
NA1_5383701872,20,-5,5,0,-3214,-21,-0.4,-3,0,-3,-1,0,0
NA1_5382690759,10,-5,5,-5,-1699,30,0.4,0,0,1,0,0,1
NA1_5382690759,20,-8,8,-7,-3410,0,-0.2,1,0,2,0,0,1
NA1_5382690759,30,-10,10,-11,-1329,3,0.2,1,0,0,1,-1,1
NA1_5377713835,10,2,-2,6,585,-10,0.2,0,0,0,0,0,1
NA1_5377713835,20,11,-11,11,3124,-31,0.6,-1,0,-2,1,0,1
NA1_5377713835,30,18,-18,11,6872,23,1.0,2,0,0,1,1,1
NA1_5377713835,40,17,-17,-3,6483,71,0.2,4,0,0,1,2,1
NA1_5377678906,10,-3,3,-5,-1150,2,0.0,0,0,0,0,0,0
NA1_5377553582,10,4,-4,6,892,-28,0.0,0,0,-1,0,0,1
NA1_5377487329,10,2,-2,0,348,-19,0.4,0,0,-1,0,0,0
NA1_5377487329,20,13,-13,16,8142,-18,0.6,4,0,-2,1,0,0
NA1_5377440451,10,-5,5,0,-1234,5,-0.2,0,0,1,0,0,0
NA1_5377440451,20,-7,7,0,-5492,-26,-0.6,-5,0,0,1,0,0
NA1_5377407464,10,3,-3,-2,2385,38,0.6,1,0,0,0,0,1
NA1_5377351508,10,-1,1,-5,-784,-9,-0.2,0,0,0,0,0,0
NA1_5377351508,20,1,-1,2,912,-13,0.2,0,0,-2,1,0,0
NA1_5377351508,30,1,-1,13,2404,13,-0.8,-1,0,-2,1,0,0
NA1_5374192588,10,0,0,-2,1522,69,0.4,0,0,-1,0,0,1
NA1_5374176470,10,0,0,-2,376,0,0.4,0,0,0,0,0,1
NA1_5374163157,10,1,-1,-5,899,9,0.2,0,0,0,0,0,1
NA1_5374163157,20,2,-2,-4,91,38,0.4,-1,0,0,-1,0,1
NA1_5374163157,30,5,-5,-2,-609,13,0.6,-1,0,0,-1,0,1
NA1_5374146052,10,-5,5,-1,-2842,-59,-0.4,0,0,-1,0,0,0
NA1_5374146052,20,-8,8,7,-2956,-28,-0.6,0,0,-1,0,0,0
NA1_5374117831,10,-4,4,-9,-3695,-48,-1.0,0,0,0,0,0,1
NA1_5374117831,20,-7,7,-13,-9432,-69,-0.6,-5,0,-1,-1,0,1
NA1_5374117831,30,-1,1,-3,-8351,-93,0.4,-5,-1,1,-1,0,1
NA1_5374082464,10,3,-3,2,1348,-13,0.6,0,0,-1,0,0,1
NA1_5374082464,20,3,-3,5,2772,26,0.0,3,0,1,0,0,1
NA1_5374082464,30,4,-4,6,4542,69,-0.4,3,0,1,-1,-1,1
NA1_5374082464,40,-1,1,-1,498,107,-0.4,-1,3,2,-1,-2,1
NA1_5374053375,10,2,-2,-3,552,20,-0.4,0,0,1,0,0,0
NA1_5374053375,20,-3,3,-16,-708,16,0.0,-1,0,1,-1,0,0
NA1_5374053375,30,-8,8,-33,-131,60,-0.6,2,0,1,-1,0,0
NA1_5374024978,10,3,-3,2,1008,8,0.0,0,0,0,0,0,1
NA1_5374024978,20,2,-2,-3,-1781,-19,-0.6,0,0,-1,0,0,1
NA1_5374024978,30,6,-6,-2,266,-2,0.4,1,0,1,1,1,1
NA1_5373991047,10,2,-2,2,-320,-45,0.0,0,0,-1,0,0,0
NA1_5373991047,20,-4,4,-2,-2604,-94,-0.4,-1,0,-3,1,0,0
NA1_5373991047,30,-14,14,-24,-4842,6,-1.6,-3,-1,-3,1,-1,0
NA1_5373963965,10,6,-6,11,2453,3,0.4,0,0,0,0,0,1
NA1_5373963965,20,14,-14,25,4216,28,0.8,-1,0,0,0,0,1
NA1_5370869254,10,1,-1,2,1352,30,0.4,0,0,-1,0,0,1
NA1_5370869254,20,1,-1,7,1818,42,-0.2,0,0,0,-1,0,1
NA1_5370493611,10,2,-2,1,1027,-4,0.6,0,0,-1,0,0,1
NA1_5370493611,20,16,-16,17,8465,64,1.0,4,1,0,1,0,1
NA1_5400082870,10,3,-3,6,1915,-7,0.2,0,0,0,0,0,1
NA1_5400091537,10,7,-7,7,3314,23,0.0,0,0,1,0,0,1
NA1_5400091537,20,8,-8,0,2938,58,0.2,1,0,1,-1,0,1
NA1_5400091537,30,15,-15,8,6486,48,1.4,0,0,3,-1,1,1
NA1_5400090002,10,3,-3,7,1869,-11,0.2,0,0,-1,0,0,1
NA1_5400090002,20,18,-18,43,7476,-42,0.8,3,0,0,1,0,1
NA1_5400082129,10,7,-7,7,2846,-7,0.2,0,0,0,0,0,0
NA1_5400082129,20,1,-1,-3,-250,34,-0.2,0,0,2,-1,0,0
NA1_5400082129,30,10,-10,19,4655,4,0.6,3,0,2,-1,-1,0
NA1_5399909586,10,1,-1,0,1419,25,0.6,0,0,0,0,0,1
NA1_5399909586,20,14,-14,17,11904,96,1.8,5,0,0,1,0,1
NA1_5399570860,10,2,-2,4,1497,8,0.2,0,0,0,0,0,0
NA1_5399570860,20,7,-7,13,3252,8,0.2,2,0,-2,1,0,0
NA1_5399494529,10,2,-2,1,1337,8,0.2,0,0,-1,0,0,0
NA1_5399494529,20,-2,2,-7,-1420,17,-0.4,0,0,-2,-1,0,0
NA1_5399482113,10,-2,2,-2,-773,-4,-0.4,0,0,-1,0,0,0
NA1_5399482113,20,-8,8,-13,-4112,-28,-0.6,-1,0,-2,1,0,0
NA1_5399470113,10,-1,1,-4,556,32,0.0,0,0,-1,0,0,0
NA1_5399470113,20,-4,4,-8,2268,43,0.0,3,0,-2,1,0,0
NA1_5399470113,30,-9,9,-29,2472,55,-0.4,5,0,-2,1,0,0
NA1_5399456733,10,-2,2,0,-1195,-25,0.2,0,0,-1,0,0,1
NA1_5399456733,20,5,-5,14,3419,-16,0.8,2,0,-1,1,0,1
NA1_5399405268,10,2,-2,-2,769,6,0.0,0,0,1,0,0,1
NA1_5399405268,20,6,-6,7,6464,32,0.4,4,0,0,1,0,1
NA1_5399075776,10,2,-2,2,479,-32,-0.2,0,0,0,0,0,1
NA1_5399075776,20,10,-10,14,8009,6,1.0,4,0,0,1,0,1
NA1_5399075776,30,12,-12,4,7801,-17,0.6,6,1,2,1,1,1
NA1_5399054247,10,-3,3,5,-380,-16,0.0,0,0,1,0,0,1
NA1_5399054247,20,5,-5,8,4844,27,0.6,4,0,2,0,0,1
NA1_5399022848,10,-6,6,-5,-2675,-16,-0.2,0,0,0,0,0,0
NA1_5399022848,20,-6,6,-7,-3599,-18,-0.2,-3,0,-2,1,0,0
NA1_5398905617,10,0,0,-3,67,4,-0.2,0,0,-1,0,0,0
NA1_5398905617,20,-8,8,-30,-3607,-22,-0.8,0,0,-2,-1,0,0
NA1_5398905617,30,-15,15,-57,-7642,-66,-2.2,-2,-1,-2,-1,-1,0
NA1_5398885251,10,6,-6,8,2813,12,0.4,0,0,0,0,0,1
NA1_5398885251,20,14,-14,24,6820,29,1.2,3,0,2,1,0,1
NA1_5398873899,10,0,0,-2,652,25,0.0,0,0,1,0,0,0
NA1_5398873899,20,3,-3,1,3155,11,0.2,2,0,0,1,0,0
NA1_5398873899,30,-5,5,-19,713,-2,-0.8,1,0,2,1,0,0
NA1_5398864415,10,3,-3,4,1587,23,0.2,0,0,1,0,0,1
NA1_5398849702,10,1,-1,-4,1547,47,0.2,0,0,-1,0,0,0
NA1_5398849702,20,-8,8,-11,-1451,42,-0.2,1,0,-3,-1,0,0
NA1_5398827497,10,3,-3,4,2447,70,0.4,0,0,1,0,0,1
NA1_5398827497,20,6,-6,8,7657,173,1.0,3,0,2,1,0,1
NA1_5398767733,10,2,-2,1,1047,7,0.6,0,0,1,0,0,0
NA1_5398767733,20,4,-4,2,-800,-14,-0.2,1,0,1,1,0,0
NA1_5398393922,10,0,0,-7,-892,-33,-0.2,0,0,0,0,0,1
NA1_5398393922,20,-2,2,-3,103,-28,-0.6,0,0,0,-1,0,1
NA1_5398393922,30,8,-8,17,6154,8,1.6,0,1,2,-1,1,1
NA1_5398259437,10,6,-6,5,2128,30,0.4,0,0,0,0,0,1
NA1_5398248117,10,-3,3,-2,-702,16,-0.2,0,0,0,0,0,0
NA1_5398248117,20,-14,14,-21,-6919,-30,-1.4,-3,0,-2,-1,0,0
NA1_5397965386,10,1,-1,5,366,-18,-0.2,0,0,-1,0,0,0
NA1_5397930122,10,1,-1,-2,319,-2,0.2,0,0,-1,0,0,0
NA1_5397930122,20,-10,10,-17,-4175,-15,-0.6,-1,0,-2,-1,0,0
NA1_5397902262,10,1,-1,3,-202,-31,0.0,0,0,0,0,0,1
NA1_5397902262,20,12,-12,6,4447,-8,1.2,2,0,0,1,0,1
NA1_5397902262,30,21,-21,14,5457,-67,1.8,2,1,2,1,1,1
NA1_5397881075,10,-1,1,-7,-1193,-23,0.0,0,0,0,0,0,0
NA1_5397881075,20,-4,4,-16,-3399,-44,-0.8,-1,0,-2,1,0,0
NA1_5397852403,10,0,0,3,370,22,0.4,0,0,0,0,0,1
NA1_5397852403,20,0,0,10,851,-3,0.2,2,0,2,-1,0,1
NA1_5397836803,10,7,-7,10,2773,-7,0.0,0,0,0,0,0,0
NA1_5397836803,20,6,-6,11,-350,-53,-0.4,-1,0,-1,-1,0,0
NA1_5397823074,10,3,-3,2,2784,51,0.4,0,0,1,0,0,1
NA1_5397805006,10,-6,6,-10,-2637,12,-0.2,0,0,-1,0,0,0
NA1_5397805006,20,-13,13,-18,-8029,-67,-1.0,-2,0,-3,-1,0,0
NA1_5397805006,30,-11,11,-6,-8826,-96,-0.6,-7,-2,-4,-1,-1,0
NA1_5397783261,10,-2,2,-1,-810,1,0.2,0,0,-1,0,0,0
NA1_5397783261,20,-4,4,4,-2124,-16,0.0,-1,0,-3,-1,0,0
NA1_5397767624,10,3,-3,3,1405,-9,0.4,0,0,0,0,0,1
NA1_5397767624,20,6,-6,12,3410,-36,0.6,2,0,0,-1,0,1
NA1_5397744629,10,-3,3,-1,-1823,-24,-0.4,0,0,-1,0,0,0
NA1_5397744629,20,-2,2,-5,-2849,-93,-0.4,-1,0,-3,-1,0,0
NA1_5397727486,10,5,-5,7,2952,33,0.2,0,0,0,0,0,0
NA1_5397727486,20,3,-3,4,2657,29,-0.4,2,0,0,1,0,0
NA1_5397727486,30,-7,7,-12,-6228,-12,-0.8,-2,-1,0,1,-1,0
NA1_5397713938,10,-5,5,2,-2630,-56,-0.6,0,0,-1,0,0,0
NA1_5397713938,20,-1,1,7,-3832,-120,-1.0,-3,0,-1,1,0,0
NA1_5397713938,30,5,-5,13,-1345,-142,0.4,-5,-2,1,1,1,0
NA1_5397697457,10,-1,1,1,66,7,0.2,0,0,0,0,0,0
NA1_5397697457,20,-6,6,-8,-1059,-21,0.0,0,0,-2,1,0,0
NA1_5397674549,10,1,-1,3,1339,20,0.4,0,0,1,0,0,1
NA1_5397674549,20,6,-6,16,3584,28,0.6,1,0,2,1,0,1
NA1_5397479226,10,-3,3,-3,-257,22,-0.2,0,0,0,0,0,0
NA1_5397479226,20,-15,15,-16,-7814,-41,-1.0,-6,0,-2,0,0,0
NA1_5396921302,10,1,-1,4,88,6,0.0,0,0,-1,0,0,1
NA1_5396921302,20,1,-1,9,968,3,0.2,-1,0,-1,-1,0,1
NA1_5396921302,30,18,-18,51,10669,40,2.2,3,0,0,-1,1,1
NA1_5396913127,10,-3,3,-3,-1434,-5,0.0,0,0,1,0,0,1
NA1_5396913127,20,-4,4,-5,-1461,-29,-0.2,0,0,0,1,0,1
NA1_5396903552,10,1,-1,-3,1181,47,0.2,0,0,-1,0,0,1
NA1_5396645119,10,-1,1,-4,207,21,-0.2,0,0,-1,0,0,0
NA1_5396645119,20,-5,5,-13,-1722,12,-0.6,-1,0,-3,-1,0,0
NA1_5396619973,10,-11,11,-7,-5012,-41,-0.6,0,0,1,0,0,0
NA1_5396585006,10,0,0,0,343,22,0.2,0,0,-1,0,0,0
NA1_5396585006,20,-1,1,-4,-2177,-9,-0.4,-1,0,0,0,0,0
NA1_5396549987,10,6,-6,10,2268,-14,0.4,0,0,0,0,0,1
NA1_5396549987,20,21,-21,25,10369,25,1.4,4,0,2,1,0,1
NA1_5396523105,10,0,0,-3,-1742,-29,-0.4,0,0,0,0,0,0
NA1_5396523105,20,6,-6,9,-1133,-39,-0.2,-2,0,1,1,0,0
NA1_5396523105,30,8,-8,18,1344,-129,-0.2,2,0,-1,1,1,0
NA1_5396507915,10,-10,10,-17,-4436,-27,-0.6,0,0,-1,0,0,0
NA1_5396487708,10,-1,1,3,484,18,0.2,0,0,0,0,0,0
NA1_5399861909,10,-9,9,-15,-4229,-8,-0.2,0,0,1,0,0,0
NA1_5399861909,20,-18,18,-24,-8353,-120,-2.0,-3,0,-1,1,0,0
NA1_5399721263,10,1,-1,3,1876,50,0.6,0,0,-1,0,0,0
NA1_5399721263,20,-5,5,-15,-374,105,0.2,1,0,-1,-1,0,0
NA1_5399721263,30,-6,6,-18,4675,124,0.0,5,0,0,-1,1,0
NA1_5396105037,10,-4,4,-5,-1174,3,0.2,0,0,1,0,0,0
NA1_5396105037,20,-10,10,-14,-2514,7,0.2,2,0,2,-1,0,0
NA1_5394747546,10,-1,1,-4,-1733,-22,0.0,0,0,1,0,0,1
NA1_5394747546,20,-6,6,-13,-3823,-6,-0.2,0,0,1,-1,0,1
NA1_5394723982,10,1,-1,2,-219,-34,-0.2,0,0,0,0,0,0
NA1_5394723982,20,-3,3,3,-3781,-99,-0.6,-2,0,-2,-1,0,0
NA1_5394670377,10,4,-4,3,2662,34,0.4,0,0,-1,0,0,0
NA1_5394670377,20,0,0,-1,875,58,-0.8,1,0,-2,1,0,0
NA1_5394643272,10,2,-2,9,456,-20,0.2,0,0,1,0,0,1
NA1_5394643272,20,4,-4,9,1368,11,0.4,2,0,2,1,0,1
NA1_5394618540,10,-7,7,-7,-4004,-26,-0.6,0,0,0,0,0,0
NA1_5394590173,10,-1,1,0,-929,-37,0.0,0,0,1,0,0,0
NA1_5394590173,20,-11,11,-16,-8695,-141,-1.6,-5,0,0,-1,0,0
NA1_5393488125,10,10,-10,7,3820,22,0.8,0,0,-1,0,0,0
NA1_5393488125,20,16,-16,19,3403,-8,0.8,-1,0,-3,1,0,0
NA1_5393488125,30,22,-22,31,5329,-2,1.2,1,0,-4,1,1,0
NA1_5393469982,10,-5,5,-4,-3211,-76,-0.6,0,0,0,0,0,0
NA1_5392820368,10,5,-5,2,1682,1,-0.2,0,0,1,0,0,1
NA1_5392820368,20,8,-8,8,506,-19,-0.2,1,0,3,1,0,1
NA1_5390539852,10,6,-6,4,1772,-5,0.2,0,0,1,0,0,1
NA1_5390539852,20,12,-12,8,2596,13,0.6,0,0,3,1,0,1
NA1_5390478522,10,0,0,5,706,6,0.0,0,0,1,0,0,0
NA1_5390478522,20,-13,13,-15,-6530,-42,-0.8,-3,0,-1,-1,0,0
NA1_5390459384,10,1,-1,1,1673,42,0.8,0,0,-1,0,0,1
NA1_5387596904,10,1,-1,-2,735,12,0.0,0,0,1,0,0,0
NA1_5387596904,20,10,-10,10,5725,64,0.8,1,0,2,1,0,0
NA1_5387596904,30,8,-8,-3,244,53,0.0,1,1,2,1,-1,0
NA1_5385907706,10,3,-3,9,1462,-19,0.2,0,0,0,0,0,1
NA1_5385907706,20,9,-9,26,5524,4,1.0,2,0,-1,1,0,1
NA1_5385907706,30,16,-16,43,8758,17,2.2,3,0,1,1,1,1
NA1_5385877740,10,-9,9,-5,-3805,-12,-0.6,0,0,-1,0,0,0
NA1_5385877740,20,-11,11,-23,-4299,-10,-0.4,-1,0,-1,1,0,0
NA1_5385569120,10,0,0,2,-990,-20,0.2,0,0,1,0,0,1
NA1_5385569120,20,5,-5,16,1700,-8,0.6,1,0,0,-1,0,1
NA1_5385502648,10,6,-6,11,2881,0,0.4,0,0,0,0,0,1
NA1_5385502648,20,4,-4,2,-585,5,0.6,1,0,1,1,0,1
NA1_5385483723,10,7,-7,6,2932,6,0.4,0,0,0,0,0,1
NA1_5385460964,10,0,0,-6,-311,0,0.4,0,0,-1,0,0,0
NA1_5385460964,20,-3,3,-14,186,2,-0.2,3,0,-3,0,0,0
NA1_5385460964,30,6,-6,16,2899,-42,0.0,2,0,-2,-1,0,0
NA1_5380517521,10,-2,2,-1,111,26,0.2,0,0,-1,0,0,1
NA1_5380517521,20,-10,10,-19,-6536,18,-1.2,-3,0,-3,-1,0,1
NA1_5380517521,30,-11,11,-13,-4134,8,-1.6,-5,0,-1,-1,-1,1
NA1_5380472490,10,0,0,-1,-245,-8,0.2,0,0,-1,0,0,1
NA1_5380472490,20,9,-9,9,6917,91,0.8,2,0,1,1,0,1
NA1_5380426180,10,-4,4,-2,-1259,36,0.2,0,0,0,0,0,0
NA1_5380426180,20,-10,10,-12,-6492,4,-0.2,-3,0,-2,-1,0,0
NA1_5380381864,10,-1,1,1,-671,-16,-0.4,0,0,-1,0,0,1
NA1_5380381864,20,-7,7,-5,-1739,-33,-0.4,-1,0,-2,1,0,1
NA1_5377691284,10,-5,5,-6,-1433,23,-0.2,0,0,-1,0,0,1
NA1_5377691284,20,-3,3,-4,311,8,0.4,-1,0,-3,1,0,1
NA1_5377691284,30,-5,5,-12,-1772,13,-0.4,-4,0,-2,1,-1,1
NA1_5374075885,10,0,0,3,219,-24,0.0,0,0,-1,0,0,0
NA1_5374075885,20,-2,2,2,1409,-1,0.0,0,0,-3,1,0,0
NA1_5374075885,30,2,-2,2,4241,-39,0.8,1,1,-4,1,1,0
NA1_5374016592,10,5,-5,8,373,-58,0.0,0,0,1,0,0,0
NA1_5374016592,20,11,-11,18,1274,-72,0.4,-1,0,2,1,0,0
NA1_5374016592,30,2,-2,2,-4833,-104,-0.8,-3,0,0,1,0,0
NA1_5373970408,10,7,-7,6,3783,25,0.8,0,0,0,0,0,1
NA1_5373942782,10,-1,1,2,-1623,-36,-0.4,0,0,1,0,0,0
NA1_5373942782,20,10,-10,20,3131,-53,0.8,-1,0,1,1,0,0
NA1_5366895513,10,4,-4,5,1302,1,-0.6,0,0,-1,0,0,0
NA1_5366895513,20,-4,4,5,-4722,-20,-1.0,-4,0,-1,1,0,0
NA1_5366849862,10,-4,4,2,-1759,-24,-0.6,0,0,-1,0,0,0
NA1_5366798761,10,-4,4,-2,-1595,-8,-0.4,0,0,-1,0,0,0
NA1_5366798761,20,-3,3,11,-2228,-17,-0.2,-2,0,-2,0,0,0
NA1_5366752045,10,8,-8,18,2310,13,0.0,0,0,0,0,0,0
NA1_5366752045,20,1,-1,9,-299,-41,-0.8,1,0,0,1,0,0
NA1_5366752045,30,3,-3,7,-3235,-82,-0.4,1,2,2,1,-1,0
NA1_5366752045,40,2,-2,6,-3420,-147,-0.2,3,5,4,1,0,0
NA1_5366701592,10,1,-1,-1,821,29,0.2,0,0,-1,0,0,1
NA1_5366701592,20,10,-10,12,8746,93,0.8,4,0,-3,1,0,1
NA1_5366687393,10,3,-3,1,1783,25,0.4,0,0,1,0,0,1
NA1_5366687393,20,7,-7,9,7899,74,1.0,7,0,1,1,0,1
NA1_5363303726,10,2,-2,2,255,-7,0.2,0,0,0,0,0,1
NA1_5363303726,20,0,0,-10,-2471,-76,-1.2,0,0,0,1,0,1
NA1_5362410686,10,7,-7,10,2531,8,0.6,0,0,1,0,0,1
NA1_5362410686,20,16,-16,18,9964,73,1.2,5,0,1,1,0,1
NA1_5362326532,10,-2,2,-10,-647,18,-0.6,0,0,-1,0,0,1
NA1_5362326532,20,7,-7,7,2500,-28,0.4,1,0,0,1,0,1
NA1_5362150668,10,-3,3,-5,-2471,-50,-0.6,0,0,1,0,0,1
NA1_5362150668,20,5,-5,10,-189,-92,-0.2,-1,0,1,-1,0,1
NA1_5362143369,10,-6,6,-8,-3825,-51,-0.6,0,0,-1,0,0,0
NA1_5361744648,10,4,-4,12,2525,2,0.0,0,0,1,0,0,0
NA1_5361744648,20,-7,7,-8,-6005,-59,-1.2,-4,0,-1,-1,0,0
NA1_5361668910,10,5,-5,6,1078,-35,-0.2,0,0,-1,0,0,0
NA1_5361668910,20,6,-6,8,958,-31,-0.2,-1,0,-3,-1,0,0
NA1_5361668910,30,-3,3,0,-3554,-11,-1.6,-5,-1,-3,-1,-1,0
NA1_5361478294,10,-4,4,-9,-2182,-14,-0.6,0,0,1,0,0,1
NA1_5361478294,20,-2,2,-2,-181,-43,0.0,0,0,0,1,0,1
NA1_5361025644,10,3,-3,5,1931,47,0.2,0,0,0,0,0,1
NA1_5361025644,20,7,-7,21,5537,99,1.0,2,0,-2,1,0,1
NA1_5399732857,10,4,-4,0,2862,44,0.2,0,0,-1,0,0,1
NA1_5399706777,10,1,-1,2,-448,-55,0.0,0,0,0,0,0,0
NA1_5400265322,10,1,-1,-1,-14,2,-0.2,0,0,-1,0,0,1
NA1_5400265322,20,-7,7,-9,-2359,44,-0.2,-1,0,0,0,0,1
NA1_5400265322,30,4,-4,11,6751,73,1.2,5,1,0,1,1,1
NA1_5392497376,10,-3,3,-11,-2201,18,-0.4,0,0,0,0,0,0
NA1_5392497376,20,-16,16,-30,-7001,-47,-1.4,-1,0,-2,1,0,0
NA1_5392471599,10,-5,5,-9,-1828,32,0.2,0,0,1,0,0,1
NA1_5392471599,20,2,-2,9,3886,74,1.0,1,0,0,1,0,1
NA1_5391694512,10,6,-6,2,3372,12,0.2,0,0,0,0,0,1
NA1_5391694512,20,6,-6,-7,6200,82,0.0,4,0,2,1,0,1
NA1_5391675550,10,2,-2,-1,482,5,0.2,0,0,0,0,0,0
NA1_5391675550,20,-6,6,-21,-4808,-15,-0.2,-3,0,0,-1,0,0
NA1_5391656991,10,4,-4,6,2163,5,-0.2,0,0,1,0,0,1
NA1_5391656991,20,4,-4,7,969,46,-0.4,-2,0,0,-1,0,1
NA1_5391630497,10,0,0,-3,323,15,0.2,0,0,0,0,0,0
NA1_5391630497,20,-3,3,-10,1729,76,0.0,0,0,0,-1,0,0
NA1_5388266656,10,0,0,2,-490,-38,0.2,0,0,0,0,0,0
NA1_5388266656,20,-2,2,-3,-1583,-68,-0.2,-2,0,-2,1,0,0
NA1_5388266656,30,-7,7,-4,-5765,-149,-1.2,-2,0,-4,1,-1,0
NA1_5388229165,10,-8,8,-6,-4779,-47,-1.0,0,0,-1,0,0,0
NA1_5388229165,20,-17,17,-22,-11086,-127,-1.6,-3,0,-3,-1,0,0
NA1_5385593478,10,-7,7,-11,-3204,-18,-0.6,0,0,-1,0,0,0
NA1_5385593478,20,0,0,1,593,-24,-0.2,-2,0,-3,0,0,0
NA1_5385593478,30,6,-6,16,6505,6,0.8,-2,0,-1,1,1,0
NA1_5385390584,10,-6,6,-6,-1961,7,-0.2,0,0,-1,0,0,0
NA1_5385390584,20,-3,3,-2,811,27,0.4,0,0,-3,1,0,0
NA1_5385367249,10,2,-2,4,2682,57,0.4,0,0,0,0,0,1
NA1_5385367249,20,6,-6,-5,5734,134,1.0,2,0,2,1,0,1
NA1_5384866234,10,-2,2,-3,-1380,-11,-0.4,0,0,0,0,0,0
NA1_5384866234,20,-6,6,-13,-3378,-40,0.0,-3,0,-2,1,0,0
NA1_5384866234,30,-13,13,-28,-2859,-41,-0.4,0,0,-3,1,0,0
NA1_5384866234,40,-17,17,-41,-8416,-10,-1.0,-2,-2,-5,1,-2,0
NA1_5384846748,10,-5,5,-5,-1470,5,-0.4,0,0,1,0,0,0
NA1_5383972076,10,4,-4,1,1927,11,0.4,0,0,0,0,0,1
NA1_5383972076,20,2,-2,-3,159,-28,-0.6,1,0,0,1,0,1
NA1_5383972076,30,2,-2,-8,-979,-24,-1.2,3,0,1,1,-1,1
NA1_5381366909,10,1,-1,2,915,14,0.4,0,0,-1,0,0,1
NA1_5381366909,20,13,-13,12,7206,56,1.2,0,0,1,-1,0,1
NA1_5381320833,10,5,-5,9,2644,13,0.6,0,0,-1,0,0,0
NA1_5381320833,20,7,-7,12,5505,35,0.4,3,0,-3,1,0,0
NA1_5380334526,10,1,-1,0,239,7,-0.2,0,0,1,0,0,1
NA1_5380334526,20,18,-18,32,5130,16,1.2,3,0,1,-1,0,1
NA1_5380265487,10,2,-2,8,1328,41,0.6,0,0,1,0,0,1
NA1_5380265487,20,8,-8,18,3054,48,1.2,1,0,2,1,0,1
NA1_5379941062,10,-2,2,-1,-935,-25,0.0,0,0,1,0,0,0
NA1_5379941062,20,-5,5,-14,-891,11,0.2,1,0,1,1,0,0
NA1_5379941062,30,-11,11,-30,-4436,9,-1.4,1,0,0,1,-1,0
NA1_5379892342,10,0,0,1,-330,-9,-0.2,0,0,1,0,0,0
NA1_5379892342,20,-4,4,-13,-5317,-51,-0.4,-1,0,0,-1,0,0
NA1_5379892342,30,1,-1,4,-3674,-68,-0.8,0,1,0,-1,-1,0
NA1_5379854230,10,4,-4,4,1747,13,0.4,0,0,0,0,0,0
NA1_5379854230,20,-1,1,0,-334,22,-0.2,1,0,2,-1,0,0
NA1_5379805403,10,-2,2,-1,-368,-12,0.0,0,0,-1,0,0,1
NA1_5379805403,20,-1,1,5,157,13,0.2,-2,0,-1,1,0,1
